	confidence	interrupted	prediction	amicus	correct	minVotes	winner	caseName	majVotes
11-9953	0.6030534351145038	Pet	Pet	No	0	4	Res	JONATHAN EDWARD BOYER, PETITIONER v. LOUISIANA	5
12-10	0.6030534351145038	Pet	Pet	No	0	2	Res	AGENCY FOR INTERNATIONAL DEVELOPMENT, et al., PETITIONERS v. ALLIANCE FOR OPEN SOCIETY INTERNATIONAL, INC., et al.	6
12-1036	0.6030534351145038	Pet	Pet	No	0	0	Res	MISS. EX REL. HOOD v. AU OPTRONICS CORP.	9
12-1128	0.8314606741573034	Res	Pet	Pet	1	0	Pet	MEDTRONIC, INC. v. MIROWSKI FAMILY VENTURES, LLC	9
12-123	0.7528735632183908	Res	Pet	No	1	0	Pet	MARVIN D. HORNE, et al., PETITIONERS v. DEPARTMENT OF AGRICULTURE	9
12-126	0.7528735632183908	Res	Pet	No	1	4	Pet	GREG MCQUIGGIN, WARDEN, PETITIONER v. FLOYD PERKINS	5
12-133	0.5060240963855421	Res	Pet	Res	0	3	Res	AMERICAN EXPRESS COMPANY, et al., PETITIONERS v. ITALIAN COLORS RESTAURANT, et al.	5
12-135	0.7528735632183908	Res	Pet	No	0	0	Res	OXFORD HEALTH PLANS LLC, PETITIONER v. JOHN IVAN SUTTER	9
12-142	0.75	Pet	Pet	Pet	1	4	Pet	MUTUAL PHARMACEUTICAL COMPANY, INC., PETITIONER v. KAREN L. BARTLETT	5
12-144	0.2765957446808511	Pet	Res	Res	1	4	Res	HOLLINGSWORTH v. PERRY	5
12-158	0.7528735632183908	Res	Pet	No	1	0	Pet	BOND v. UNITED STATES	9
12-167	0.7528735632183908	Res	Pet	No	1	0	Pet	UNITED STATES, PETITIONER v. ANTHONY DAVILA	9
12-17	0.6030534351145038	Pet	Pet	No	0	0	Res	MARK J. MCBURNEY, et al., PETITIONERS v. NATHANIEL L. YOUNG, DEPUTY COMMISSIONER AND DIRECTOR, VIRGINIA DIVISION OF CHILD SUPPORT ENFORCEMENT, et al.	9
12-207	0.8314606741573034	Res	Pet	Pet	1	4	Pet	MARYLAND, PETITIONER v. ALONZO JAY KING, JR.	5
12-236	0.6030534351145038	Pet	Pet	No	0	0	Res	KATHLEEN SEBELIUS, SECRETARY OF HEALTH AND HUMAN SERVICES, PETITIONER v. MELISSA CLOER	9
12-246	0.5060240963855421	Res	Pet	Res	0	4	Res	GENOVEVO SALINAS, PETITIONER v. TEXAS	5
12-25	0.7528735632183908	Res	Pet	No	0	4	Res	EDWARD F. MARACICH, et al., PETITIONERS v. MICHAEL EUGENE SPEARS et al.	5
12-3	0.8314606741573034	Res	Pet	Pet	1	3	Pet	LAWSON v. FMR LLC	6
12-307	0.8314606741573034	Res	Pet	Pet	0	4	Res	UNITED STATES v. WINDSOR	5
12-357	0.7528735632183908	Res	Pet	No	1	0	Pet	SEKHAR v. UNITED STATES	9
12-398	0.7528735632183908	Res	Pet	No	1	0	Pet	ASSOCIATION FOR MOLECULAR PATHOLOGY, et al., PETITIONERS v. MYRIAD GENETICS, INC., et al.	9
12-399	0.7528735632183908	Res	Pet	No	1	4	Pet	ADOPTIVE COUPLE v. BABY GIRL	5
12-414	0.8314606741573034	Res	Pet	Pet	1	0	Pet	BURT v. TITLOW	9
12-416	0.7528735632183908	Res	Pet	No	1	3	Pet	FEDERAL TRADE COMMISSION, PETITIONER v. ACTAVIS, INC., et al.	5
12-417	0.5060240963855421	Res	Pet	Res	0	0	Res	SANDIFER v. UNITED STATES STEEL CORP.	9
12-418	0.6030534351145038	Pet	Pet	No	1	2	Pet	UNITED STATES, PETITIONER v. ANTHONY JAMES KEBODEAUX	7
12-43	0.7528735632183908	Res	Pet	No	1	0	Pet	PPL CORPORATION AND SUBSIDIARIES, PETITIONERS v. COMMISSIONER OF INTERNAL REVENUE	9
12-464	0.7528735632183908	Res	Pet	No	0	3	Res	KALEY v. UNITED STATES	6
12-484	0.5060240963855421	Res	Pet	Res	1	4	Pet	UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL CENTER, PETITIONER v. NAIEL NASSAR	5
12-52	0.2765957446808511	Pet	Res	Res	1	0	Res	DAN’S CITY USED CARS, INC., DBA DAN’S CITY AUTO BODY, PETITIONER v. ROBERT PELKEY	9
12-536	0.75	Pet	Pet	Pet	1	4	Pet	MCCUTCHEON v. FEC	5
12-547	0.7528735632183908	Res	Pet	No	1	0	Pet	LINDA METRISH, WARDEN, PETITIONER v. BURT LANCASTER	9
12-562	0.7528735632183908	Res	Pet	No	1	0	Pet	UNITED STATES v. WOODS	9
12-574	0.8314606741573034	Res	Pet	Pet	1	0	Pet	WALDEN v. FIORE	9
12-609	0.8314606741573034	Res	Pet	Pet	1	0	Pet	KANSAS v. CHEEVER	9
12-62	0.6030534351145038	Pet	Pet	No	1	4	Pet	MARVIN PEUGH, PETITIONER v. UNITED STATES	5
12-682	0.5060240963855421	Res	Pet	Res	1	2	Pet	SCHUETTE v. COALITION TO DEFEND AFFIRMATIVE ACTION	6
12-696	0.75	Pet	Pet	Pet	1	4	Pet	TOWN OF GREECE v. GALLOWAY	5
12-71	0.5060240963855421	Res	Pet	Res	0	2	Res	ARIZONA, et al., PETITIONERS v. THE INTER TRIBAL COUNCIL OF ARIZONA, INC., et al.	7
12-729	0.8314606741573034	Res	Pet	Pet	0	0	Res	HEIMESHOFF v. HARTFORD LIFE & ACCIDENT INS. CO.	9
12-7515	0.7528735632183908	Res	Pet	No	1	0	Pet	BURRAGE v. UNITED STATES	9
12-7822	0.2765957446808511	Pet	Res	Res	1	3	Res	FERNANDEZ v. CALIFORNIA	6
12-79	0.75	Pet	Pet	Pet	0	2	Res	CHADBOURNE & PARKE LLP v. TROICE	7
12-815	0.7528735632183908	Res	Pet	No	1	0	Pet	SPRINT COMMUNICATIONS, INC. v. JACOBS	9
12-872	0.7528735632183908	Res	Pet	No	1	0	Pet	MADIGAN v. LEVIN	9
12-895	0.6030534351145038	Pet	Pet	No	1	2	Pet	ROSEMOND v. UNITED STATES	7
12-929	0.7528735632183908	Res	Pet	No	1	0	Pet	ATLANTIC MARINE CONSTR. CO. v. UNITED STATES DIST. COURT FOR WESTERN DIST. OF TEX.	9
12-96	0.2765957446808511	Pet	Res	Res	0	4	Pet	SHELBY COUNTY v. HOLDER	5
12-98	0.2765957446808511	Pet	Res	Res	1	3	Res	ALDONA WOS, SECRETARY, NORTH CAROLINA DEPARTMENT OF HEALTH AND HUMAN SERVICES, PETITIONER v. E. M. A., A MINOR, BY AND THROUGH HER GUARDIAN AD LITEM, DANIEL H. JOHNSON, et al.	6
12-99	0.8314606741573034	Res	Pet	Pet	1	3	Pet	UNITE HERE LOCAL 355 v. MULHALL	6
132	0.6030534351145038	Pet	Pet	No	1	4	Pet	UNITED STATES v. CORS	5
134	0.7528735632183908	Res	Pet	No	0	4	Res	REPUBLIC NATURAL GAS CO. v. OKLAHOMA ET AL.	5
137	0.5060240963855421	Res	Pet	Res	1	3	Pet	GOLD v. UNITED STATES	6
138	0.7528735632183908	Res	Pet	No	1	3	Pet	JOHNSON v. UNITED STATES	6
